"","p_cntrl2730","p_cncr5987","p_cntrl5081","p_cncr1718","p_cncr2573","p_cncr2035","p_cntrl2972","p_cncr6812","p_cntrl9873","p_cncr4188","p_cncr9002","p_cncr9466","p_cncr8865","p_cntrl5767","p_cncr2978","p_cntrl6376","p_cntrl8387","p_cncr3595","p_cncr4026","p_cncr9591","p_cntrl8413","p_cncr9070","p_cncr6166","p_cncr1817","p_cntrl6666","p_cncr2162","p_cncr1856","p_cncr2882","p_cncr1259","p_cntrl5277"
"10001110101110100001",44233,170797,1793,28883,10589,492792,6331,29767,310779,93355,416101,323415,5233339,269,7037570,3922611,151,20399,119154,349568,57204,836,2869,1595,156743,851,52330205,105765,2159,178149
"11100001010111001000",3937223,68551,2874,12820,55,10073,12163,287624,235280,121005,7252,48056,47075,5607,2016,121708,49796,111,5354,2365,555,91222,5838,7951,105941,2284,195869,620,9876,1287842
"11000101001100010101",70612,25421,453112,39432022,29897,232033,219,15352,7008,53500,1755,285639,23143,2387,12207,175217,426805,1195,64262,9841,168076,632,2754,4948189,5439,1184279,342,89987,267165,2089
"11001000000111100100",364249,972677,325603,3226,1748,3118717,1008,10682,115274,181731,595604,6468,216395,919740,778,4778,303563,7,448,1470,32249,13561,2726,9335,2423,4389,41665,994,24033,6349854
"11010110101010011100",1789,48515,13197,1034553,33276,6371,180527,2388604,270976,499803,189448,3240699,172829,471833,409047,1238591,370160,403452,23355,100073,1293,260019,56685,2790902,11800,22360,292437,35229,110718,2886228
"11100110111110011001",1180836,264,238980,570,104984,220711,75007,485,10879,20076,41572,1949,16016,35276,27873,8941,162415,23810,4755,10865,4875,69457,20295,148469,80952,19214,28135,32482,977649,97821
"11100000111110001000",63941,429841,290215,10909,7,400124,72859,9406,481927,4885,36782,6881,5238,102762,94189,183495,1174124,100,961,8119,28955,17674,1269,26077,66565,183806,87830,3924,22,269598
"01100100111010011110",10632,359875,54651,6335,7311329,239017,1205,97947,1438,81079,382033,802,4766592,1080434,397,122582,9063,288218,79145,81073,4633,45165,4544,6225,100027,84109,177647,253550,9264,489145
"00110010011100111110",184881,24744,46259,161420,3091,8674749,647901,201422,36669,40425,554829,2816,4291,27973,390277,755563,54948,42429,1207,78953,166211,3842621,2668533,6680,5764,14694515,13258,31046,45011,127379
"00011111010100101010",240688,315640,141014,130234,2340,62812,36888,34564716,18767,6994,202343,88862,356403,18835,4570,1509858,70542,117330,43958,1133712,211513,1137,5844,1654983,2726637,1367,5789,24035,67,7442
"00110101000010100101",2242884,108295,321564,13239,846,270796,135327,91474,406904,727,34644,22632,832,15981396,10361,72548,389783,41,1051,9,4298687,286677,7632,4659421,148880,7467,85977,211,25,59023
"00111100011001011000",411,86508,10033,238351,1151788,39897,1966256,1941,589347,5758,25188,89605,218226,130125,68375,26606,688,234701,2486,307727,7,193706,17553,33848,55516,144147,575,3940,38800,166948
"00010000000101000011",394936,254995,109450,221385,38,405293,169978,7663,19426,41835,1772168,1896,250727,3469,16689,37580,5026,207,1040,215,395,210,4108,2972389,211378,8917,213084,133,9,6187
"10011111110111110000",26932,1157988,66223,2064,662,202679,14881,539,8825,356158,9637,7432,242311,117543,15375,77714,66554,763,192008,163799,76,345,29070,2935106,286753,527,71301,1267,25703,2098457
"10011011010110001010",63489,14976,40026,428545,44488,575401,32600,1183,111456,29343,27025,3524,1062,138,55891,44268,14957,180507,696,229665,47776,486,4712,60902,760666,4545,86749,255975,261,636
"11100111010001100101",222234,1094,5940,3182263,32730,127666,54525,1072923,23668,44104,262192,3830,2140,29560,1014,26090,139403,14462,378381,14792,12787,10169,174224,9300,273670,502938,8655,710614,123077,127987
"10010110111110101101",235279,52730,9947,454182,2960,107427,58099,4884,550,886,280444,461662,30635,4345,798422,66906,2314,781155,3529,345633,721495,7180,129792,112856,161529,2540,23015886,646466,33737,1025955
"00010111101011010110",2904,2957,192541,2064030,8246,20076,135917,181293,7051,1946314,60111,3132,681164,32956,3842,43961,79026,10045867,1948,153534,1223,2353,26684,335377,4343,1441,34398,6528168,5027,16369
"00010111101010111110",167544,4896,817851,224666,259294,32295,235181,23353,152174,8269,1454131,4211,16870,374024,223889,340501,325386,72814,7943,448384,15179,1620,45173,9373,622536,817,1319219,92871,2039,497
"00010100101110101101",10250105,30029,27718,222929,469,142305,67240,199,779813,19384,13409,160900,263648,210649,239532,434736,3238,655,10239,348,156141,4,516285,711424,1504,396,172100,2913,58,81504
"01010101010100000001",1590211,1029066,78410,6451,431,2784475,86940,678,6540,2096050,5729,87266,36366,796228,5436,450158,183414,360,30,339,5591789,117010,724,7444276,136351,461,181937,72,80,877022
"11100011000010001100",46708,130361,7430579,1372,71931,194605,168338,3375,24532,8451,134960,4905783,29268,1080046,289802,174857,129512,1156445,26055918,1769252,198791,101782,10741074,70399216,83297,492894,692,206657,134398,148561
"10010110010101101010",322,15338477,30628,18866,73962,3447,15826,6365,22092,2299697,435491,223009,42411,38219,211237,60756,31841,4762,2294614,4563,1247165,582,8421,11735062,38960,1987,10663,168517,2032,99677
"10101001101110010011",128474,13067,8324168,506331,28217,704,58328,808366,1433213,621536,107170,52216,3087308,691978,2647,56508,50311,73494,1210313,451,14308,50674,11972,45999,7717,7556,4258187,523202,109389,118451
"11010000010110010111",3379,154511,5610,9436,395804,59569,35028,729459,43705,162849,346,74169,107945,46881,531093,384811,3837,334760,20334,5644,3613,1345950,59583,1478579,1316738,5193,56378,32090,76459,42213
"11100010001010100001",1501401,8404,446567,7815,927528,159180,743456,390779,6253649,2091,1087814,1319,23787,406250,5860,213711,874894,26323,131526,10717,744,34578,51405,952048,892001,304012,9220,4986,480,102230
"01101010100111010011",70783,18322,268443,568030,4607,17702,9450,302084,110536,925,199374,68510,142941,2961701,4140,28284,28896,27590,144799,116968,1585762,149267,10862,29562,31706,90221,669226,6035277,743995,3386
"01001100100001011110",88,12536,26984,6140,4503,374752,105999,1915,8655,5526253,9311,687442,12704,18351,67197,556572,136,11291,2396587,6181,37857,94,26589,9618,1160,360105,803,479383,2305083,3775
"10101001000000011001",36124,1517,111442,572738,73480,3018580,21158,2315,248607,8523,32380843,88504,6224,9063,35658,49357,307865,19588300,35369,4586,16392,8179932,180168,232888,10931,228239,45067,1657,89287,491674
"11000010110010110001",522427,1080,1140242,145706,2868534,144821,166855,56479,22961,4585,6168736,982,266290,235,177932,11852,258043,1236,8408,37211,1654382,10436,4353572,306817,2115579,1420,94999,49485,9647,14712
"00110000100110111001",1026,325315,116425,336979,20481,4778,913900,26513,22227,32094,222333,979,45182,92715,5896712,1632278,98192,5197,64359,19453,375483,22563,16584,999518,266568,34760,97758,330813,133461,13589
"10111111001001001100",3299738,205981,587964,11517592,228652,161963,3298,17365,121832,4,4733,10391,450986,12251,3105,272314,60974,171743,778,88496,31168,598964,25158,45083,77287,2745,15435,12458,8238,420136
"00110000011000001101",4335398,196478,10442,278693,1502,1069,1210871,5529,65402,154437,604389,8127,24172,3273,87411,4138675,25622,2150,16355,8141,9052207,18992,252096,5038151,958406,42184,25062,5775,2660,87484
"10100011001011011110",44490,9411682,234181,277002,5418,4177,43585,11891114,407110,48049,538326,511598,13915,2572717,1212,377,359017,8360136,464665,18092720,288018,4713,15995,2247719,3223847,1365331,3922,8522,64078,2028
"00101011000101001000",8313,1380,39425,1751,22445,112862,331235,147952,153,31495,60344,120584,17870,183128,106154,2745,803901,24701,3550,1481573,15512,106157,26817,502146,145077,1142,6723108,46248,14820,24978
"01011100001001111111",10116,2374571,1309802,59320,3458,45736,327577,67190,14777,158245,417436,248171,1290977,15358,155110,93550,4724,306640,30887,636128,2016843,400789,204334,2462693,2645714,1037,3902,263450,480936,508933
"00000011101100110011",1066269,216047,1139443,35150,65536,58311,41556,4285,15647,47771,612043,9914432,37140,696,1883,499381,17580,38676,205276,647216,104137,120,1553,234526,22363,22416,784,251790,11329,229957
"00001100010111110110",186010,19560968,178765,1591457,8273,76606,167562,766715,9896,686950,242916,11922,13840,4597,11711,657093,1484190,1404,30730,13814,1589512,718,499915,407817,167829,50822,71197,671502,5561,551212
"00110011000110100000",8838,126740,6323,11868,1537,27181,2628,2360173,1046626,25471,27275,35520,252016,65901,239369,7035,53423,40189,57518,43303,7542,1744154,2180,31232,452293,6108,3390,106431,56938,5601
"01000011011000111000",1689637,26129,3596961,81373,762,28016,710138,843151,10212681,34481,432855,78523,62792,35060,271066,418,47824,537032,1173461,41997,88637,708284,3203816,33130,225258,9965815,730507,1086980,51177,86068
"11001011010010010100",6572,64314,38735,49783,15291,2842740,1477478,192177,170840,1415,10528,34414,29920,85593,337044,37372,416895,1027597,273335,1302,127711,51110,25196,275,129,85529,8975,20741,164292,51413
"01100101110000000110",11680,245314,6113,78243,32113,90670,178689,83,237751,126037,243427,43182,64647,12505,102439,76287346,746063,27,239,325,272391,55221,24954,140,13542,52527,2267,467,49827,215092
"11110011011100111010",4535,3743,489,76546,53721,1603,394153,547165,655338,33647,2110,20490813,82676,2480,168818,692,9793004,1700983,1795,477669,430,12054,201333,39639,36572,113235,10078,11081,384676,560295
"01110111101001000000",14437,24893,26012,3294,11231,1633,2658829,172552,611,457221,126191,446817,17429,2899,9400,4419,148690,653,1124,8424,956913,68153,2509,143112,312741,902,92289,1468941,162485,139588
"11001010111110111110",345485,141533,54904,33348,22854,1103,2226990,4544,605,96642,34321,200323,3647,75563,1118401,356614,25861,848254,5891019,273372,1096,1435101,653330,14232,874,26812,131428,4035,268068,871889
"01111000101001101100",2015,301978,271472,19113,103,59278,93898,218824,131960,148495,32133,1507502,226661,41192022,525208,8648,360671,134,497252,110,31355,7287958,162168,10287326,147212,1215,2748365,2096,32709,678724
"11101010000100100001",12883,21724,64312,1454789,2885190,529759,86120,375,191,430196,158461,538084,3657333,127452,1358407,247786,27119623,33304,32685,13352,44445,2922,10490,58540,1460233,2244099,658752,83927,418543,8382
"10110000001100101111",442048,111727,46921,8795,15,5237,87529,4012,142,4753151,7244376,2268,24870,134219,136234,580363,1000,63,7862,5833,16205,22929,177472,616,17561859,62694,244717,7246,1830,1032
"10100111011100100100",744853,8711,1220545,2005,36023,1607,1527633,261728,1422,78220,23877,6175,47320,472458,1805950,5448,8695,112043,28542,8645,1403154,1363781,8355,902,57692,4205862,132509,694538,58,164167
"01011010010110101101",5355,308024,8435,47369,19388,14023,1427585,4380,81824,54387,1283,6174910,38752,166779,8353695,178056,9947,23890,47554,2236,565,21848,14710,101538,1909,1040,78013,257,682411,8321106
"11101010111000100100",9593001,376981,29373,212359,7066,34413,1096489,1090,108642,199798,26121,6696976,4771,17747,47428,108102,17801,217341,86852,10079,165,31653,87781,436525,96043,19,11966,151734,2448142,109948
"01001000111110101011",80938,233111,600027,422719,17,933,7494,3367375,76757,708,10326,4299,11536,159288,145674,3963448,16528,929,7941,119,35816,2627,1069,469978,531603,20094,816119,100,85,68826
"11111100000101111110",2191,160899,1132,132394,485759,229905,40583,1781990,1061,509185,999104,30682,173940,35593,2706350,27675,553,61413,1685,649761,791947,7441,192372,2047,3127,1255232,5139,5099022,2918998,24295
"10000100011010001101",537171,120455,90307,537159,0,28282,279882,2525509,28642,11972,48254,39300,11456,18859685,570389,18381,32311,24,17162,6914,15970,51,371,4728,51933,2629,200914,1396,11,110443
"01011011000011001001",11858,544,485749,14856820,6217,3649,1721,1212,26044,6449366,27183,68288,3387,31894,2921427,1203,11114,6329,28742,16044,524,534934,1952,2137,55951,1720,5838,441938,170782,10687
"01010010100000101110",121,24300,124679,90637,110427,130947,2341,792,9228307,2078362,727054,4823,1887,229787,44458,54493300,345749,2116307,314189,663437,594891,54604,561,14083,70733,32620,397874,202832,551084,37132
"00001011010100100011",91026,749929,63813,312397,47760,1230167,556,2734,34307,38902,64974,11587,56676,34436,157149,8305,153119,11503,814716,23179,962,6455,191392,3217,38919,9464,191156,125033,88581,335
"11011000011111011000",1682899,1074103,1289590,431083,1574745,18838,454905,1398,88241,9991,454897,169555,5812,56937,2454,3180,353475,187316,3119,68159,434549,70987,12069,12934652,34696,6080,346497,583777,4477868,1655228
"10111111010010100110",1857,198941,20708,238619,8094,57275,27890,1363,481216,15718,225012,1334725,656706,51265,135053,285057,27531,4535,1358921,15932,182,335542,55,77,19507,102607,2362571,37438,5750,5387
"01101001101111111100",1305,292408,96107,2413,96360,245075,36098,16048,395,844930,240997,2312,72290,4561900,97255,190900,653,146192,72069,157070,46253,10781,1712,521042,2934,672,652,36344,65500,254053
"00000001010110111001",1280425,267586,777574,6884,36626,91607,566993,22483,403,238303,80849,36921,5241556,960363,238092,178573,219,735948,135050,277302,91034,84,293403,4197,73,37216,19911,172861,20606,104072
"10001111110100100010",36321,95949,50041,11862290,155505,76336,4638,281873,124871,770386,2196875,2199788,1508,654061,77139372,84908,72211,2653318,369385,53832,1071757,86,218935,317183,131225,21609,36590,895226,138,23250
"00101111101000011110",638298,32519,4777,4512427,21599,107839,6366998,19376,42453,6780,87369,1181090,273,4319,5048,368773,4082,37303,458782,444,62939,1667,495905,1566,110,370274,30911,3151145,19192,478227
"11100101110011001011",304517,300848,564,26086,67,17878,715733,74182,281,79500,54596,20516,87511,525829,2427,5485808,71512,57,85,38,72565,12415,47190,34445,6213,148113,501975,54558,8697,9811801
"00111000010100010100",179381,2287,250580,4285,1293,19468,1584586,444396,215015,128697,3478,1196604,19246,394804,45911,223282,9517,7428535,5188113,1027061,824577,9097,7575,5308,14485647,1199483,456633,511225,231854,69454
"01111111011011011000",1294422,20534,553024,450048,853,39607,366,1210,7931,256913,2332548,536388,18580,5828,1312023,51240,55752,18563,69240,14407,117239,409562,4270,7577,11333,14300,101607,1581599,719,154499
"00111000110011111101",272647,3301124,4265,295,1184566,7099,41433,10457,68381,70345,3896437,2779584,8960,31375,62933,65263,391676,619471,1286625,4367,86888,77281,558535,11626925,41603,39868,38153554,25920,4496,1860216
"01100100001000100110",34672,4881,219,851,8,120450,34542,16250,110415,63998,9382,114643,245,9210,351777,492078,853,4,6563,139719,35343,10618,2835,53018,47931,48737,4864,9130,649,493251
"10001110011110100000",129357,12452,2664,8887532,123582,2947371,72830,13801,38355,4603943,13382,33420,138335,49281,281208,7331,8,6260,2659743,132252,6016,97,38060,7146,26425,95040,321163,2861420,1,96520
"10101110101000010011",36912,94075,32400,705,444096,3802,721636,3751647,48881,101471,28592,10813,459117,30472,1574459,31852,1290,212834,1489,49636,30358,4141265,3716,303714,403258,4985,39083,177700,2696127,315196
"10000001100001110110",17075,55698,26899,29494,916,12898625,219484,6013,6201,54872,44482,10918,31630,332,817240,1025834,4725,2542042,267335,204678,2198,214,4813892,1448,45203,88,2299271,25082,260,87513
"01001001111110010000",1427,1561,21119,198143,1195135,1828,5028,5075,172838,1299852,29706,22924,3282,730027,3350094,115736,3173324,28020,52468,135809,340089,46058,1432742,26592,6488,1284,7808,33786,423774,5193
"01001000011001110101",258161,172782,32324,18156,106934,679766,537978,801064,256271,2295,329918,21050,38717,1231636,45235,908787,3486,28927,824331,89194,19293,1781180,379106,1750407,4438,1727,4662,750145,2382,34563
"10110001010100110011",386918,65283,27158,135169,28452,116751,40447,111902,962675,11336,126528,124686,36577713,341945,471250,1055,46464,489,27860,4685209,29575,326516,12699,28178,15082,946,65073,20005,11079,225
"10110111011100011110",423746,5216,183,65637,12057,3992,555232,3941,10871,2537200,31228,1541025,1557045,37310,39558,9039,41766,728001,55677,22436,81167,535918,2112,41566,12565390,232293,332264,546894,77892,3349886
"00001100011000100110",2902,1537094,8299,114030,225,95214,86141,161567,113818,182589,14234,1644,475940,94607,370,82938,1090002,657,2213,160,17683,13,242,935,15374027,2257,1297833,240,9,8581
"00010011011100101110",4125407,355952,434,335730,179,9601,5623,9386,2400366,662668,7013,43105,958690,49071,371472,3442,25412,200066,6404,2314382,3214,539,2465038,1228850,22656,7668,32364,44724,964,18887
"01000011111000010110",95838466,513156,479714,1325169,7930,12440,30566,720039,44557,170229,27080,52645,2122,28946,1584,133165,2155,507999,20168,79277,5199158,1125366,296073,232147,45372,32442,15464,72699,3247,58741
"11011001110101011000",15739,280136,26568,88704,30453719,150,2595634,1305441,439031,246781,61997,3216,1014251,2751,116307,86072,8433,737592,90960,1313,2387858,556610,776552,37352,83815,31947,15553,544886,3542,4109
"00011111111011110000",9795,1089,170,103837,32351,108440,252159,54103,14767,710682,241812,101005,2355744,13229,7945,30385,34315,7611,20455,1450006,196051,9947,297033,2545188,866680,716372,244461,580898,27,111217
"10011101110100100000",110425,4532,204887,535250,3,26243,360089,33849,118918,718736,56007,410,1386516,164699,490644,42224,90049,2,1215,49871,1237646,118,245,1319994,355137,51130,4656409,89343,57,11622
